Age,PercentMarried,NumSingle,NumSingle_LastYear,NumMarried_ThisYear,ProbabilityOfMarriage_ThisYear
92.0,94.42993576728622,5.570064232713776,5.5802274459781245,0.01016321326434877,0.0018212901468153905
93.0,94.4393117303579,5.5606882696421,5.570064232713776,0.009375963071676097,0.0016832773698747922
94.0,94.44796170722246,5.552038292777539,5.5606882696421,0.008649976864560927,0.001555558672796751
95.0,94.45594214546631,5.5440578545336905,5.552038292777539,0.007980438243848198,0.001437388905301623
96.0,94.463305063312,5.536694936687994,5.5440578545336905,0.00736291784569687,0.0013280737753621735
97.0,94.47009840412727,5.52990159587273,5.536694936687994,0.0067933408152640595,0.0012269667902865859
98.0,94.47636636137803,5.523633638621973,5.52990159587273,0.00626795725075624,0.0011334663270381451
99.0,94.48214967668726,5.517850323312743,5.523633638621973,0.005783315309230375,0.001047012833869479
100.0,94.48748591338948,5.512514086610523,5.517850323312743,0.005336236702220276,0.0009670861639132988
101.0,94.4924097077324,5.507590292267594,5.512514086610523,0.004923794342929,0.0008932030404944491
102.0,94.49695299966595,5.50304700033405,5.507590292267594,0.004543291933543969,0.0008249146527697502
103.0,94.50114524497138,5.498854755028617,5.50304700033405,0.004192245305432607,0.0007618043794970544
104.0,94.50501361031851,5.494986389681486,5.498854755028617,0.0038683653471309754,0.0007034856382764821
105.0,94.50858315268903,5.491416847310973,5.494986389681486,0.0035695423705135454,0.0006495998565558689
106.0,94.51187698447374,5.488123015526256,5.491416847310973,0.003293831784716872,0.0005998145608505006
107.0,94.51491642543232,5.485083574567682,5.488123015526256,0.0030394409585738913,0.0005538215797960643
108.0,94.51772114259776,5.482278857402235,5.485083574567682,0.002804717165446391,0.0005113353565752096
109.0,94.52030927911322,5.479690720886779,5.482278857402235,0.0025881365154560854,0.00047209136615908434
110.0,94.5226975729019,5.4773024270980954,5.479690720886779,0.0023882937886838818,0.0004358446325411197
111.0,94.52490146599371,5.4750985340062925,5.4773024270980954,0.002203893091802911,0.0004023683411928279
112.0,94.52693520526176,5.473064794738235,5.4750985340062925,0.0020337392680573885,0.0003714525419817862
113.0,94.52881193525818,5.471188064741824,5.473064794738235,0.0018767299964110862,0.0003429029377133194
114.0,94.53054378378084,5.469456216219157,5.471188064741824,0.0017318485226667235,0.0003165397537378285
115.0,94.53214194075028,5.467858059249721,5.469456216219157,0.0015981569694361042,0.000292196683958621
116.0,94.53361673092783,5.466383269072168,5.467858059249721,0.0014747901775535865,0.00026971990888804303
117.0,94.53497768096301,5.46502231903699,5.466383269072168,0.001360950035177666,0.00024896718144109674
118.0,94.53623358121777,5.463766418782228,5.46502231903699,0.0012559002547618547,0.00022980697633878303
119.0,94.53739254277914,5.462607457220855,5.463766418782228,0.001158961561372962,0.00021211769913679308
120.0,94.53846205003882,5.461537949961183,5.462607457220855,0.0010695072596718092,0.00019578695120368937
