"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"1981"	"1981"	"Mississippi"	"28"	23460	2541298	923.2	911.3	935.0
	"1981"	"1981"	"Missouri"	"29"	48848	4936035	989.6	980.8	998.4
	"1981"	"1981"	"Montana"	"30"	6729	796224	845.1	824.9	865.3
	"1981"	"1981"	"Nebraska"	"31"	14616	1580405	924.8	909.8	939.8
	"1981"	"1981"	"Nevada"	"32"	5884	849258	692.8	675.1	710.5
	"1981"	"1981"	"New Hampshire"	"33"	7701	937237	821.7	803.3	840.0
	"1981"	"1981"	"New Jersey"	"34"	67280	7410794	907.9	901.0	914.7
	"1981"	"1981"	"New Mexico"	"35"	8678	1335253	649.9	636.2	663.6
	"1981"	"1981"	"New York"	"36"	168184	17580612	956.6	952.1	961.2
	"1981"	"1981"	"North Carolina"	"37"	49236	5958396	826.3	819.0	833.6
	"1981"	"1981"	"North Dakota"	"38"	5452	660558	825.4	803.5	847.3
	"1981"	"1981"	"Ohio"	"39"	96487	10795737	893.8	888.1	899.4
	"1981"	"1981"	"Oklahoma"	"40"	28617	3101005	922.8	912.1	933.5
	"1981"	"1981"	"Oregon"	"41"	21843	2669849	818.1	807.3	829.0
	"1981"	"1981"	"Pennsylvania"	"42"	120089	11866773	1012.0	1006.3	1017.7
	"1981"	"1981"	"Rhode Island"	"44"	9174	953757	961.9	942.2	981.6
	"1981"	"1981"	"South Carolina"	"45"	25428	3182070	799.1	789.3	808.9
	"1981"	"1981"	"South Dakota"	"46"	6451	690361	934.4	911.6	957.2
	"1981"	"1981"	"Tennessee"	"47"	40509	4628211	875.3	866.7	883.8
	"1981"	"1981"	"Texas"	"48"	110548	14779030	748.0	743.6	752.4
	"1981"	"1981"	"Utah"	"49"	8343	1516752	550.1	538.3	561.9
	"1981"	"1981"	"Vermont"	"50"	4322	516116	837.4	812.4	862.4
	"1981"	"1981"	"Virginia"	"51"	42237	5449172	775.1	767.7	782.5
	"1981"	"1981"	"Washington"	"53"	32031	4240915	755.3	747.0	763.6
	"1981"	"1981"	"West Virginia"	"54"	19053	1952950	975.6	961.7	989.5
	"1981"	"1981"	"Wisconsin"	"55"	40560	4729678	857.6	849.2	865.9
	"1981"	"1981"	"Wyoming"	"56"	3165	492753	642.3	619.9	664.7
"Total"	"1981"	"1981"			1977981	229716001	861.1	859.9	862.3
	"1982"	"1982"	"Alabama"	"01"	35002	3925924	891.6	882.2	900.9
	"1982"	"1982"	"Alaska"	"02"	1785	451672	395.2	376.9	413.5
	"1982"	"1982"	"Arizona"	"04"	21969	2896090	758.6	748.5	768.6
	"1982"	"1982"	"Arkansas"	"05"	22419	2294665	977.0	964.2	989.8
	"1982"	"1982"	"California"	"06"	188471	24870183	757.8	754.4	761.2
	"1982"	"1982"	"Colorado"	"08"	19649	3068025	640.4	631.5	649.4
	"1982"	"1982"	"Connecticut"	"09"	26838	3141181	854.4	844.2	864.6
	"1982"	"1982"	"Delaware"	"10"	5104	599565	851.3	827.9	874.6
	"1982"	"1982"	"District of Columbia"	"11"	6713	636098	1055.3	1030.1	1080.6
	"1982"	"1982"	"Florida"	"12"	108584	10487366	1035.4	1029.2	1041.5
	"1982"	"1982"	"Georgia"	"13"	44179	5652656	781.6	774.3	788.8
	"1982"	"1982"	"Hawaii"	"15"	5188	995925	520.9	506.7	535.1
	"1982"	"1982"	"Idaho"	"16"	6957	973832	714.4	697.6	731.2
	"1982"	"1982"	"Illinois"	"17"	100501	11432454	879.1	873.7	884.5
	"1982"	"1982"	"Indiana"	"18"	46630	5468160	852.8	845.0	860.5
	"1982"	"1982"	"Iowa"	"19"	26890	2887872	931.1	920.0	942.3
	"1982"	"1982"	"Kansas"	"20"	21804	2403605	907.1	895.1	919.2
	"1982"	"1982"	"Kentucky"	"21"	32990	3683426	895.6	886.0	905.3
	"1982"	"1982"	"Louisiana"	"22"	35776	4359915	820.6	812.1	829.1
	"1982"	"1982"	"Maine"	"23"	10472	1137158	920.9	903.3	938.5
	"1982"	"1982"	"Maryland"	"24"	34098	4288914	795.0	786.6	803.5
	"1982"	"1982"	"Massachusetts"	"25"	52946	5777189	916.5	908.7	924.3
	"1982"	"1982"	"Michigan"	"26"	75694	9116004	830.3	824.4	836.3
	"1982"	"1982"	"Minnesota"	"27"	32978	4134565	797.6	789.0	806.2
	"1982"	"1982"	"Mississippi"	"28"	23283	2558332	910.1	898.4	921.8
	"1982"	"1982"	"Missouri"	"29"	48277	4932516	978.7	970.0	987.5
	"1982"	"1982"	"Montana"	"30"	6631	804762	824.0	804.1	843.8
	"1982"	"1982"	"Nebraska"	"31"	14577	1583033	920.8	905.9	935.8
	"1982"	"1982"	"Nevada"	"32"	6368	882729	721.4	703.7	739.1
	"1982"	"1982"	"New Hampshire"	"33"	7616	948559	802.9	784.9	820.9
	"1982"	"1982"	"New Jersey"	"34"	67621	7436116	909.4	902.5	916.2
	"1982"	"1982"	"New Mexico"	"35"	9248	1366486	676.8	663.0	690.6
	"1982"	"1982"	"New York"	"36"	167405	17606044	950.8	946.3	955.4
	"1982"	"1982"	"North Carolina"	"37"	48551	6022244	806.2	799.0	813.4
	"1982"	"1982"	"North Dakota"	"38"	5390	669903	804.6	783.1	826.1
	"1982"	"1982"	"Ohio"	"39"	94473	10761581	877.9	872.3	883.5
	"1982"	"1982"	"Oklahoma"	"40"	29350	3213698	913.3	902.8	923.7
	"1982"	"1982"	"Oregon"	"41"	21614	2664744	811.1	800.3	821.9
	"1982"	"1982"	"Pennsylvania"	"42"	118817	11853261	1002.4	996.7	1008.1
	"1982"	"1982"	"Rhode Island"	"44"	8988	954795	941.4	921.9	960.8
	"1982"	"1982"	"South Carolina"	"45"	25070	3209765	781.1	771.4	790.7
	"1982"	"1982"	"South Dakota"	"46"	6595	691342	953.9	930.9	977.0
	"1982"	"1982"	"Tennessee"	"47"	40292	4646503	867.1	858.7	875.6
	"1982"	"1982"	"Texas"	"48"	111319	15366008	724.4	720.2	728.7
	"1982"	"1982"	"Utah"	"49"	8515	1559272	546.1	534.5	557.7
	"1982"	"1982"	"Vermont"	"50"	4490	519544	864.2	838.9	889.5
	"1982"	"1982"	"Virginia"	"51"	41904	5498214	762.1	754.8	769.4
	"1982"	"1982"	"Washington"	"53"	32300	4280029	754.7	746.4	762.9
	"1982"	"1982"	"West Virginia"	"54"	18994	1948421	974.8	961.0	988.7
	"1982"	"1982"	"Wisconsin"	"55"	40281	4731560	851.3	843.0	859.6
	"1982"	"1982"	"Wyoming"	"56"	3191	507270	629.1	607.2	650.9
"Total"	"1982"	"1982"			1974797	231899175	851.6	850.4	852.8
	"1983"	"1983"	"Alabama"	"01"	35560	3933838	904.0	894.6	913.3
	"1983"	"1983"	"Alaska"	"02"	1897	490111	387.1	369.6	404.5
	"1983"	"1983"	"Arizona"	"04"	22593	2974479	759.6	749.7	769.5
	"1983"	"1983"	"Arkansas"	"05"	23154	2305943	1004.1	991.2	1017.0
	"1983"	"1983"	"California"	"06"	188442	25398443	741.9	738.6	745.3
	"1983"	"1983"	"Colorado"	"08"	19549	3137512	623.1	614.3	631.8
	"1983"	"1983"	"Connecticut"	"09"	27246	3164200	861.1	850.8	871.3
	"1983"	"1983"	"Delaware"	"10"	5012	605660	827.5	804.6	850.4
	"1983"	"1983"	"District of Columbia"	"11"	6764	634223	1066.5	1041.1	1091.9
	"1983"	"1983"	"Florida"	"12"	113195	10764476	1051.6	1045.4	1057.7
	"1983"	"1983"	"Georgia"	"13"	46005	5729765	802.9	795.6	810.2
	"1983"	"1983"	"Hawaii"	"15"	5482	1014687	540.3	526.0	554.6
	"1983"	"1983"	"Idaho"	"16"	7241	981166	738.0	721.0	755.0
	"1983"	"1983"	"Illinois"	"17"	102438	11411820	897.6	892.2	903.1
	"1983"	"1983"	"Indiana"	"18"	47747	5448436	876.3	868.5	884.2
	"1983"	"1983"	"Iowa"	"19"	27528	2869260	959.4	948.1	970.7
	"1983"	"1983"	"Kansas"	"20"	21931	2416834	907.4	895.4	919.4
	"1983"	"1983"	"Kentucky"	"21"	34224	3692888	926.8	916.9	936.6
	"1983"	"1983"	"Louisiana"	"22"	36409	4398962	827.7	819.2	836.2
	"1983"	"1983"	"Maine"	"23"	10929	1145063	954.4	936.6	972.3
	"1983"	"1983"	"Maryland"	"24"	35056	4317920	811.9	803.4	820.4
	"1983"	"1983"	"Massachusetts"	"25"	54291	5804093	935.4	927.5	943.3
	"1983"	"1983"	"Michigan"	"26"	76684	9044768	847.8	841.8	853.8
	"1983"	"1983"	"Minnesota"	"27"	33937	4140847	819.6	810.8	828.3
	"1983"	"1983"	"Mississippi"	"28"	23942	2567091	932.7	920.8	944.5
	"1983"	"1983"	"Missouri"	"29"	49525	4945152	1001.5	992.7	1010.3
	"1983"	"1983"	"Montana"	"30"	6713	813994	824.7	805.0	844.4
	"1983"	"1983"	"Nebraska"	"31"	14718	1584550	928.8	913.8	943.9
	"1983"	"1983"	"Nevada"	"32"	6378	902325	706.8	689.5	724.2
	"1983"	"1983"	"New Hampshire"	"33"	7973	958516	831.8	813.5	850.1
	"1983"	"1983"	"New Jersey"	"34"	69289	7472553	927.2	920.3	934.2
	"1983"	"1983"	"New Mexico"	"35"	9205	1396135	659.3	645.9	672.8
	"1983"	"1983"	"New York"	"36"	169885	17700795	959.8	955.2	964.3
	"1983"	"1983"	"North Carolina"	"37"	50208	6077569	826.1	818.9	833.3
	"1983"	"1983"	"North Dakota"	"38"	5576	677113	823.5	801.9	845.1
	"1983"	"1983"	"Ohio"	"39"	97551	10735643	908.7	903.0	914.4
	"1983"	"1983"	"Oklahoma"	"40"	29438	3292987	894.0	883.7	904.2
	"1983"	"1983"	"Oregon"	"41"	22462	2652041	847.0	835.9	858.0
	"1983"	"1983"	"Pennsylvania"	"42"	121459	11840497	1025.8	1020.0	1031.6
	"1983"	"1983"	"Rhode Island"	"44"	9307	956902	972.6	952.9	992.4
	"1983"	"1983"	"South Carolina"	"45"	26164	3234838	808.8	799.0	818.6
	"1983"	"1983"	"South Dakota"	"46"	6628	693218	956.1	933.1	979.1
	"1983"	"1983"	"Tennessee"	"47"	41621	4658925	893.4	884.8	901.9
	"1983"	"1983"	"Texas"	"48"	114813	15773066	727.9	723.7	732.1
	"1983"	"1983"	"Utah"	"49"	8512	1593625	534.1	522.8	545.5
	"1983"	"1983"	"Vermont"	"50"	4590	523511	876.8	851.4	902.1
	"1983"	"1983"	"Virginia"	"51"	43743	5568120	785.6	778.2	793.0
	"1983"	"1983"	"Washington"	"53"	32668	4301870	759.4	751.2	767.6
	"1983"	"1983"	"West Virginia"	"54"	19325	1943037	994.6	980.6	1008.6
	"1983"	"1983"	"Wisconsin"	"55"	41033	4722266	868.9	860.5	877.3
	"1983"	"1983"	"Wyoming"	"56"	3161	510050	619.7	598.1	641.3
"Total"	"1983"	"1983"			2019201	233921783	863.2	862.0	864.4
	"1984"	"1984"	"Alabama"	"01"	36536	3952400	924.4	914.9	933.9
	"1984"	"1984"	"Alaska"	"02"	1929	515014	374.6	357.8	391.3
	"1984"	"1984"	"Arizona"	"04"	23972	3072024	780.3	770.5	790.2
	"1984"	"1984"	"Arkansas"	"05"	23595	2320088	1017.0	1004.0	1030.0
	"1984"	"1984"	"California"	"06"	195531	25881851	755.5	752.1	758.8
	"1984"	"1984"	"Colorado"	"08"	20394	3172473	642.8	634.0	651.7
	"1984"	"1984"	"Connecticut"	"09"	27851	3182426	875.1	864.9	885.4
	"1984"	"1984"	"Delaware"	"10"	5098	611723	833.4	810.5	856.3
	"1984"	"1984"	"District of Columbia"	"11"	6762	635294	1064.4	1039.0	1089.8
	"1984"	"1984"	"Florida"	"12"	115227	11055366	1042.3	1036.3	1048.3
	"1984"	"1984"	"Georgia"	"13"	46595	5837719	798.2	790.9	805.4
	"1984"	"1984"	"Hawaii"	"15"	5640	1029123	548.0	533.7	562.3
	"1984"	"1984"	"Idaho"	"16"	7251	989800	732.6	715.7	749.4
	"1984"	"1984"	"Illinois"	"17"	100911	11415352	884.0	878.5	889.4
	"1984"	"1984"	"Indiana"	"18"	47449	5456941	869.5	861.7	877.3
	"1984"	"1984"	"Iowa"	"19"	27020	2857249	945.7	934.4	956.9
	"1984"	"1984"	"Kansas"	"20"	22307	2424856	919.9	907.9	932.0
	"1984"	"1984"	"Kentucky"	"21"	33631	3693321	910.6	900.9	920.3
	"1984"	"1984"	"Louisiana"	"22"	35741	4402961	811.7	803.3	820.2
	"1984"	"1984"	"Maine"	"23"	10873	1155952	940.6	922.9	958.3
	"1984"	"1984"	"Maryland"	"24"	35466	4369622	811.6	803.2	820.1
	"1984"	"1984"	"Massachusetts"	"25"	55332	5846449	946.4	938.5	954.3
	"1984"	"1984"	"Michigan"	"26"	76588	9051129	846.2	840.2	852.2
	"1984"	"1984"	"Minnesota"	"27"	33766	4158462	812.0	803.3	820.6
	"1984"	"1984"	"Mississippi"	"28"	23939	2577540	928.8	917.0	940.5
	"1984"	"1984"	"Missouri"	"29"	49131	4975430	987.5	978.7	996.2
	"1984"	"1984"	"Montana"	"30"	6711	820809	817.6	798.0	837.2
	"1984"	"1984"	"Nebraska"	"31"	14673	1588722	923.6	908.6	938.5
	"1984"	"1984"	"Nevada"	"32"	6755	925490	729.9	712.5	747.3
	"1984"	"1984"	"New Hampshire"	"33"	8039	977486	822.4	804.4	840.4
	"1984"	"1984"	"New Jersey"	"34"	69437	7521394	923.2	916.3	930.1
	"1984"	"1984"	"New Mexico"	"35"	9562	1417741	674.5	660.9	688.0
	"1984"	"1984"	"New York"	"36"	170762	17760104	961.5	956.9	966.1
	"1984"	"1984"	"North Carolina"	"37"	51046	6166516	827.8	820.6	835.0
	"1984"	"1984"	"North Dakota"	"38"	5546	680312	815.2	793.8	836.7
	"1984"	"1984"	"Ohio"	"39"	96996	10736395	903.4	897.7	909.1
	"1984"	"1984"	"Oklahoma"	"40"	29343	3285285	893.2	882.9	903.4
	"1984"	"1984"	"Oregon"	"41"	23162	2665575	868.9	857.7	880.1
	"1984"	"1984"	"Pennsylvania"	"42"	122009	11817071	1032.5	1026.7	1038.3
	"1984"	"1984"	"Rhode Island"	"44"	9435	962417	980.3	960.6	1000.1
	"1984"	"1984"	"South Carolina"	"45"	26374	3272398	806.0	796.2	815.7
	"1984"	"1984"	"South Dakota"	"46"	6533	697364	936.8	914.1	959.5
	"1984"	"1984"	"Tennessee"	"47"	42334	4686096	903.4	894.8	912.0
	"1984"	"1984"	"Texas"	"48"	117021	16025603	730.2	726.0	734.4
	"1984"	"1984"	"Utah"	"49"	8997	1620861	555.1	543.6	566.5
	"1984"	"1984"	"Vermont"	"50"	4532	526832	860.2	835.2	885.3
	"1984"	"1984"	"Virginia"	"51"	44310	5648358	784.5	777.2	791.8
	"1984"	"1984"	"Washington"	"53"	33814	4345120	778.2	769.9	786.5
	"1984"	"1984"	"West Virginia"	"54"	19207	1925468	997.5	983.4	1011.6
	"1984"	"1984"	"Wisconsin"	"55"	41047	4736891	866.5	858.2	874.9
	"1984"	"1984"	"Wyoming"	"56"	3189	504323	632.3	610.4	654.3
"Total"	"1984"	"1984"			2039369	235955196	864.3	863.1	865.5
	"1985"	"1985"	"Alabama"	"01"	37603	3974101	946.2	936.6	955.8
	"1985"	"1985"	"Alaska"	"02"	2068	533411	387.7	371.0	404.4
	"1985"	"1985"	"Arizona"	"04"	24619	3190632	771.6	762.0	781.2
	"1985"	"1985"	"Arkansas"	"05"	24137	2328082	1036.8	1023.7	1049.9
	"1985"	"1985"	"California"	"06"	201911	26488512	762.3	758.9	765.6
	"1985"	"1985"	"Colorado"	"08"	20236	3211081	630.2	621.5	638.9
	"1985"	"1985"	"Connecticut"	"09"	28170	3204314	879.1	868.9	889.4
	"1985"	"1985"	"Delaware"	"10"	5475	618730	884.9	861.4	908.3
	"1985"	"1985"	"District of Columbia"	"11"	6981	636435	1096.9	1071.2	1122.6
	"1985"	"1985"	"Florida"	"12"	121108	11368628	1065.3	1059.3	1071.3
	"1985"	"1985"	"Georgia"	"13"	48657	5968250	815.3	808.0	822.5
	"1985"	"1985"	"Hawaii"	"15"	5825	1040309	559.9	545.6	574.3
	"1985"	"1985"	"Idaho"	"16"	7115	993122	716.4	699.8	733.1
	"1985"	"1985"	"Illinois"	"17"	102279	11405963	896.7	891.2	902.2
	"1985"	"1985"	"Indiana"	"18"	48195	5460017	882.7	874.8	890.6
	"1985"	"1985"	"Iowa"	"19"	27834	2828452	984.1	972.5	995.6
	"1985"	"1985"	"Kansas"	"20"	22057	2427892	908.5	896.5	920.5
	"1985"	"1985"	"Kentucky"	"21"	34865	3693608	943.9	934.0	953.8
	"1985"	"1985"	"Louisiana"	"22"	37029	4410832	839.5	831.0	848.1
	"1985"	"1985"	"Maine"	"23"	11420	1163300	981.7	963.7	999.7
	"1985"	"1985"	"Maryland"	"24"	36620	4418431	828.8	820.3	837.3
	"1985"	"1985"	"Massachusetts"	"25"	55593	5888059	944.2	936.3	952.0
	"1985"	"1985"	"Michigan"	"26"	78722	9080608	866.9	860.9	873.0
